식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
두부된장찌개,찌개류,270,g,-,-,110,8.8,5.3,6.9,2.7,1291.51,0
두부쇠고기고추장찌개,찌개류,280,g,-,-,162,12.8,4,18.9,0.5,546.92,18
두부애호박된장찌개,찌개류,350,g,-,-,189,17.6,4.3,20.1,6,688.66,19.43
버섯샤브샤브,찌개류,350,g,-,-,104,13.6,3.2,5.5,1.8,177.59,26.41
버섯전골,찌개류,300,g,-,-,233,15.4,12.7,14.3,3.5,439.29,36.99
부대찌개,찌개류,600,g,-,-,737,35.2,38.9,61.6,1.1,1435.59,66.31
쇠고기 샤브샤브,찌개류,600,g,-,-,259,32.3,9.7,10.8,8.9,577.83,71.37
쇠고기된장찌개,찌개류,300,g,-,-,163,17.1,5.9,10.5,2.2,890.4,17.93
쇠고기전골,찌개류,300,g,-,-,187,23.7,9.7,1.4,0.1,895.64,48.25
순두부김치찌개,찌개류,200,g,-,-,69,6,3.2,4.3,0.6,302.02,9.19
순두부찌개,찌개류,200,g,-,-,85,9.1,4.3,2.6,1.2,426.64,17.15
알탕,찌개류,520,g,-,-,203,33.1,3.8,9.1,0,1301.49,420.22
어묵김치찌개,찌개류,260,g,-,-,98,4.7,1.5,16.4,4.2,664.58,6.53
오리백숙,찌개류,300,g,-,-,335,31.8,22.5,1.5,0.7,482.75,155.54
오리탕,찌개류,600,g,-,-,728,57,39.4,36.5,21.4,1903.56,230.83
오징어찌개,찌개류,250,g,-,-,85,8.2,0.5,11.9,1.1,711.5,65.84
장어탕,찌개류,800,g,-,-,536,34.5,31.2,29.4,21.3,3097.2,269.98
조개된장찌개,찌개류,300,g,-,-,68,8.6,2.2,3.5,1.7,1219.48,11.43
참치김치찌개,찌개류,300,g,-,-,154,10.8,8.5,8.7,0.5,793,19.63
청국장찌개,찌개류,200,g,-,-,93,10.1,4.2,3.8,0,484.88,5.21
추어탕,찌개류,350,g,-,-,188,11.3,11.1,10.7,0,861.28,55.44
콩나물된장찌개,찌개류,300,g,-,-,146,7.7,4.4,18.9,0.3,919.07,0
콩비지찌개,찌개류,400,g,-,-,275,26.9,12.3,14.3,13,1156.03,28.48
해물매운탕,찌개류,600,g,-,-,211,29.1,3.9,15.1,2.7,2208.53,285.91
햄 김치찌개,찌개류,300,g,-,-,93,4.4,4.2,9.5,0.1,1335.08,13.18
호박고추장찌개,찌개류,280,g,-,-,115,5.8,2.8,16.7,1.6,590.73,0
가오리찜,찜류,200,g,-,-,204,44,2.8,0.9,0.1,302.21,182.55
깻잎찜,찜류,100,g,-,-,97,5.2,5.9,6,1.3,792.23,0
꼬막찜,찜류,200,g,-,-,192,24.1,4.5,13.9,2.1,1472.19,76.6
꽈리고추찜,찜류,100,g,-,-,103,3.6,2.1,17.7,0.4,315.91,0
달걀찜(우유),찜류,200,g,-,-,209,16.5,12.6,7.6,5.1,523.51,339.15
달걀찜,찜류,200,g,-,-,116,10,8.1,0.9,0,493.75,378.51
닭찜,찜류,300,g,-,-,320,37.1,18.3,1.8,0,673.07,198.66
돼지갈비찜,찜류,300,g,-,-,581,39.9,37,22.3,0.4,1019.64,150.2
돼지고기 수육,찜류,300,g,-,-,936,59.6,74.5,7,7.2,121.28,120.32
쇠갈비찜,찜류,300,g,-,-,256,21.8,9.5,20.8,2.2,816.9,100.14
쇠고기사태찜,찜류,300,g,-,-,328,36.3,15.5,11,0.4,905.34,284.86
쇠고기수육,찜류,300,g,-,-,498,85.3,14.8,6.1,0.3,91.82,264.9
순대,찜류,220,g,-,-,410,6,8,78.6,3.1,1327.97,57.73
아귀찜,찜류,200,g,-,-,168,13.4,6.3,14.5,5.5,783.1,102.77
애호박찜,찜류,100,g,-,-,181,9.5,6.5,21.2,1.8,161.25,12.54
족발,찜류,250,g,-,-,582,65.1,34.8,2.3,0,861.47,229.31
코다리찜,찜류,200,g,-,-,188,29,2.7,12.2,5,1240.64,121.92
풋고추찜,찜류,100,g,-,-,51,2.3,1,8.3,1.4,708.36,0
해물콩나물찜,찜류,200,g,-,-,111,13.3,2,9.9,0,446.45,129.69
간장양념닭다리튀김,튀김류,200,g,-,-,646,37.7,39.2,35.8,7.4,820.61,117.93
간장양념치킨,튀김류,200,g,-,-,543,20.5,32.4,42.5,10.5,1187.57,64.91
감자튀김,튀김류,150,g,-,-,467,6.8,25.5,52.7,0.5,117.11,110.49
고등어튀김,튀김류,150,g,-,-,513,29.5,39.3,10.7,0,293.72,53.04
김말이튀김,튀김류,150,g,-,-,384,3,23.8,39.7,1.2,481.95,2.16
김튀김,튀김류,50,g,-,-,260,5.5,14.4,27.2,0.1,303.12,3.63
깐풍기,튀김류,150,g,-,-,344,18.9,17.7,27.4,4.6,615.56,88.18
다시마튀각,튀김류,50,g,-,-,230,4.2,13.3,23.7,8.6,652.71,0
닭강정,튀김류,200,g,-,-,450,23.7,19.5,45,7.9,1304.86,77.85
닭날개튀김,튀김류,200,g,-,-,514,34.3,32.5,21,0,538.85,150.68
등심돈까스,튀김류,200,g,-,-,463,33.8,26.5,22.6,9,814.8,99.49
떡강정,튀김류,200,g,-,-,498,7.6,9.4,95.8,10.7,892.91,0
미역튀각,튀김류,50,g,-,-,221,6.6,17,10.6,5.7,2611.54,0
새우탕수육,튀김류,200,g,-,-,232,13.3,8.4,26,12.9,984.54,106.71
새우튀김,튀김류,150,g,-,-,430,25.5,23.8,28.4,0.1,728.56,160.8
소시지튀김,튀김류,200,g,-,-,707,28.1,62.6,8,1.5,1879,161.02
오징어튀김,튀김류,150,g,-,-,505,18.6,33,33.7,0.5,504.99,141.18
채소튀김,튀김류,100,g,-,-,404,3.3,27.1,36.8,6.4,277.85,0
치킨너겟,튀김류,150,g,-,-,468,22.5,35.4,14.9,4.9,843.88,46.48
탕수육,튀김류,200,g,-,-,358,27.2,16.8,24.8,19.1,814.66,91.11
후라이드치킨,튀김류,200,g,-,-,530,35.5,33.7,21.3,0,386.81,165.69
가다랑어,어류,100,g,-,-,-,-,0.9,-,-,-,-
가다랑어,어류,100,g,-,-,127,25.9,1.8,-,0.3,-,-
가다랑어,어류,100,g,-,-,-,24.3,-,-,-,-,-
가다랑어,어류,100,g,-,-,-,-,-,-,-,-,-
가다랑어-간,어류,100,g,-,-,-,-,-,-,-,-,-
가다랑어-내장,어류,100,g,-,-,-,17.7,-,-,-,-,-
가다랑어-레토르트식품(기름담금),수산가공품,100,g,-,-,175,12.4,9.9,-,7.5,-,-
가다랑어-레토르트식품(조미),수산가공품,100,g,-,-,-,6.9,7.3,-,-,-,-
가다랑어-보통육,어류,100,g,-,-,-,-,-,-,-,-,-
가다랑어-보통육,어류,100,g,-,-,-,27.7,-,-,-,-,-
가다랑어-알,어류,100,g,-,-,-,26,-,-,-,-,-
가다랑어-통조림(기름담금),수산가공품,100,g,-,-,209,20,13.1,-,0.3,-,-
가다랑어-포,수산가공품,100,g,-,-,372,69.3,7.7,-,1.6,-,-
가다랑어-혈합육,어류,100,g,-,-,-,23.5,-,-,-,-,-
가다랑어-혈합육,어류,100,g,-,-,-,-,-,-,-,-,-
가다랑어-혈합육,어류,100,g,-,-,-,-,-,-,-,-,-
가라지,어류,100,g,-,-,78,14.8,1.3,-,0.7,-,-
가래상어,어류,100,g,-,-,99,-,-,-,0.1,-,-
가무락조개,패류,100,g,-,-,-,-,1.1,-,-,-,-
가무락조개,패류,100,g,-,-,-,-,-,-,-,-,-
가무락조개,패류,100,g,-,-,-,12,-,-,-,-,-
가무락조개,패류,100,g,-,-,77,14.1,0.6,-,2.8,-,-
가물치,어류,100,g,-,-,-,-,-,-,-,-,-
가물치,어류,100,g,-,-,86,18.2,0.8,-,0.3,-,-
가물치,어류,100,g,-,-,-,-,0.8,-,-,-,-
가물치,어류,100,g,-,-,-,20,-,-,-,-,-
가숭어,어류,100,g,-,-,-,18.5,8,-,-,-,-
가시망둑,어류,100,g,-,-,101,-,-,-,0.0001,-,-
가시발새우,갑각류,100,g,-,-,71,15.2,0.5,-,0.6,-,-
가시베도라치,어류,100,g,-,-,85,15.7,1.6,-,0.8,-,-
가시베도라치,어류,100,g,-,-,-,-,2.5,-,-,-,-
가재,갑각류,100,g,-,-,126,-,-,-,3,-,-
각시가자미,어류,100,g,-,-,84,-,-,-,0.0001,-,-
각시돔,어류,100,g,-,-,90,-,-,-,0.0001,-,-
각시서대,어류,100,g,-,-,-,-,-,-,-,-,-
각시서대,어류,100,g,-,-,95,18.4,1.8,-,0.2,-,-
각시수랑,패류,100,g,-,-,-,-,0.8,-,-,-,-
각시수랑,패류,100,g,-,-,70,15,0.3,-,0.9,-,-
각시흰새우,갑각류,100,g,-,-,85,15.7,1.6,-,1,-,-
갈가자미,어류,100,g,-,-,90,-,-,-,0.2,-,-
갈고리흰오징어,두족류,100,g,-,-,-,15.3,-,-,-,-,-
갈고리흰오징어,두족류,100,g,-,-,72,15,0.6,-,1,-,-
갈고리흰오징어-근육,두족류,100,g,-,-,-,13.4,-,-,-,-,-
갈래곰보,해조류,100,g,-,-,12,0.9,0.2,-,4.3,-,-
갈래곰보,해조류,100,g,-,-,-,16.6,-,-,-,-,-
갈래곰보,해조류,100,g,-,-,-,-,0.3,-,-,-,-
갈래곰보,해조류,100,g,-,-,-,-,-,-,-,-,-
갈색고리돼지고둥,패류,100,g,-,-,92,16.1,0.7,-,4.3,-,-
갈색띠매물고둥,패류,100,g,-,-,-,17.5,-,-,-,-,-
갈색띠매물고둥,패류,100,g,-,-,78,15.1,0.2,-,3,-,-
갈전갱이,어류,100,g,-,-,-,-,7,-,-,-,-
갈전갱이,어류,100,g,-,-,111,20.2,3,-,0.1,-,-
갈전갱이,어류,100,g,-,-,-,-,-,-,-,-,-
갈치,어류,100,g,-,-,149,18.5,7.5,-,0.1,-,-
갈치,어류,100,g,-,-,-,-,4.9,-,-,-,-
갈치,어류,100,g,-,-,-,-,-,-,-,-,-
갈치,어류,100,g,-,-,-,18.2,-,-,-,-,-
갈치,어류,100,g,-,-,-,-,-,-,-,-,-
갈치-속젓갈,수산가공품,100,g,-,-,195,-,-,-,32.4,-,-
갈치-얼간품,수산가공품,100,g,-,-,188,-,-,-,0.1,-,-
갈치-젓갈,수산가공품,100,g,-,-,176,8.6,3.2,-,28.2,-,-
갈파래,해조류,100,g,-,-,-,-,-,-,-,-,-
갈파래,해조류,100,g,-,-,-,32.1,-,-,-,-,-
감성돔,어류,100,g,-,-,-,21.9,-,-,-,-,-
감성돔,어류,100,g,-,-,101,18.8,2.3,-,0.1,-,-
감성돔,어류,100,g,-,-,-,-,2.4,-,-,-,-
강담돔,어류,100,g,-,-,93,-,-,-,0.0001,-,-
강담돔-양식산,어류,100,g,-,-,-,-,5.9,-,-,-,-
강도다리,어류,100,g,-,-,-,-,-,-,-,-,-
강도다리,어류,100,g,-,-,-,-,3.2,-,-,-,-
강도다리-알,어류,100,g,-,-,-,-,-,-,-,-,-
강준치,어류,100,g,-,-,90,-,-,-,0.2,-,-
개도박,해조류,100,g,-,-,-,5.1,0.3,-,-,-,-
개량조개,패류,100,g,-,-,-,-,-,-,-,-,-
개량조개,패류,100,g,-,-,62,12,0.7,-,1.1,-,-
개량조개,패류,100,g,-,-,-,-,1.2,-,-,-,-
개량조개-소건품,수산가공품,100,g,-,-,276,-,-,-,7,-,-
개복치,어류,100,g,-,-,-,10.5,-,-,-,-,-
개볼락,어류,100,g,-,-,-,21.4,-,-,-,-,-
개볼락,어류,100,g,-,-,88,19.1,0.7,-,0.1,-,-
개불,기타,100,g,-,-,53,10.5,0.2,-,1.6,-,-
개불,기타,100,g,-,-,-,-,-,-,-,-,-
개불,기타,100,g,-,-,-,15.6,0.6,-,-,-,-
개서대,어류,100,g,-,-,85,19.2,0.4,-,0.0001,-,-
개조개,패류,100,g,-,-,-,15.1,-,-,-,-,-
개조개,패류,100,g,-,-,64,10.9,0.6,-,3,-,-
개조개,패류,100,g,-,-,-,-,-,-,-,-,-
갯가재,갑각류,100,g,-,-,-,17.2,-,-,-,-,-
갯가재,갑각류,100,g,-,-,87,16.1,1.7,-,0.8,-,-
갯가재,갑각류,100,g,-,-,-,-,-,-,-,-,-
갯개미자리,기타,100,g,-,-,-,2.6,-,-,-,-,-
갯장어,어류,100,g,-,-,-,-,-,-,-,-,-
갯장어,어류,100,g,-,-,170,17.9,9.9,-,0.4,-,-
갯장어,어류,100,g,-,-,-,18.3,7.1,-,-,-,-
갯질경이,기타,100,g,-,-,-,1.3,0.5,-,-,-,-
거북등안장멍게,기타,100,g,-,-,66,-,-,-,5,-,-
거북손,갑각류,100,g,-,-,-,17.1,0.9,-,-,-,-
검복,어류,100,g,-,-,94,21.5,0.3,-,0.1,-,-
검복,어류,100,g,-,-,-,-,0.9,-,-,-,-
검복,어류,100,g,-,-,-,21.5,-,-,-,-,-
게르치,어류,100,g,-,-,-,-,1.9,-,-,-,-
게르치,어류,100,g,-,-,-,22.8,-,-,-,-,-
게르치,어류,100,g,-,-,158,20.8,7.5,-,0.0001,-,-
고등어,어류,100,g,-,-,246,18.7,17.8,-,0.0001,-,-
고등어,어류,100,g,-,-,-,20.3,-,-,-,-,-
고등어,어류,100,g,-,-,-,-,-,-,-,-,-
고등어,어류,100,g,-,-,139,20.3,5.7,-,0.0001,-,-
고등어,어류,100,g,-,-,146,22,5.5,-,0.3,-,-
고등어,어류,100,g,-,-,175,20.6,9.4,-,0.0001,-,-
고등어,어류,100,g,-,-,-,-,17.3,-,-,-,-
고등어,어류,100,g,-,-,-,-,-,-,-,-,-
고등어,어류,100,g,-,-,183,20.2,10.4,-,0.0001,-,-
고등어-대,어류,100,g,-,-,-,-,21.4,-,-,-,-
고등어-보통육,어류,100,g,-,-,-,-,-,-,-,-,-
고등어-세,어류,100,g,-,-,-,-,10.9,-,-,-,-
고등어-소,어류,100,g,-,-,-,-,17.1,-,-,-,-
고등어-염건품,수산가공품,100,g,-,-,171,21.3,8.3,-,0.6,-,-
고등어-염장품,수산가공품,100,g,-,-,172,-,-,-,0.1,-,-
고등어-중,어류,100,g,-,-,-,-,19.1,-,-,-,-
고등어-통조림(보일드),수산가공품,100,g,-,-,207,-,-,-,0.3,-,-
고등어-통조림(조미),수산가공품,100,g,-,-,-,14,8.8,-,-,-,-
고등어-혈합육,어류,100,g,-,-,-,-,-,-,-,-,-
고려홍어,어류,100,g,-,-,-,-,-,-,-,-,-
고려홍어,어류,100,g,-,-,-,-,0.6,-,-,-,-
고리매,해조류,100,g,-,-,-,2.9,0.2,-,-,-,-
고무꺽정이,어류,100,g,-,-,81,16.3,0.3,-,2.2,-,-
곰피,해조류,100,g,-,-,-,-,-,-,-,-,-
곰피,해조류,100,g,-,-,-,12.5,-,-,-,-,-
곱상어,어류,100,g,-,-,164,-,-,-,0.3,-,-
곳체다슬기,패류,100,g,-,-,-,-,0.6,-,-,-,-
곳체다슬기,패류,100,g,-,-,-,-,-,-,-,-,-
곳체다슬기,패류,100,g,-,-,78,11.6,0.6,-,4,-,-
곳체다슬기,패류,100,g,-,-,-,12.7,-,-,-,-,-
관절매물고둥,패류,100,g,-,-,-,16.7,-,-,-,-,-
관절매물고둥,패류,100,g,-,-,104,17.7,1.1,-,4.5,-,-
광동홍어,어류,100,g,-,-,-,23.5,0.4,-,-,-,-
광동홍어,어류,100,g,-,-,103,23.5,0.3,-,0.1,-,-
광동홍어,어류,100,g,-,-,-,-,-,-,-,-,-
괴도라치,어류,100,g,-,-,-,-,2.3,-,-,-,-
괴도라치,어류,100,g,-,-,74,17.2,0.1,-,0.0001,-,-
구갈돔,어류,100,g,-,-,89,-,-,-,0.0001,-,-
구멍갈파래,해조류,100,g,-,-,-,-,0.3,-,-,-,-
구멍갈파래,해조류,100,g,-,-,-,-,-,-,-,-,-
구멍갈파래,해조류,100,g,-,-,-,4.1,-,-,-,-,-
구멍갈파래-소건품,수산가공품,100,g,-,-,-,-,21.9,-,-,-,-
국매리복,어류,100,g,-,-,91,-,-,-,0.2,-,-
군소,기타,100,g,-,-,36,5.8,1,-,0.5,-,-
군소,기타,100,g,-,-,-,7.5,-,-,-,-,-
군평선이,어류,100,g,-,-,-,16.1,2.1,-,-,-,-
군평선이,어류,100,g,-,-,103,18.5,2.6,-,0.2,-,-
궁제기서대,어류,100,g,-,-,91,18.9,1.2,-,0.1,-,-
궁제기서대,어류,100,g,-,-,-,19.1,-,-,-,-,-
그물베도라치,어류,100,g,-,-,107,-,-,-,0.7,-,-
기름가자미,어류,100,g,-,-,83,18.2,0.4,-,0.7,-,-
기름가자미-소건품,수산가공품,100,g,-,-,114,22.6,0.7,-,3.1,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.6,1,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.4,2.2,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,18.2,0.6,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,18.6,1.5,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,16.5,0.4,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,19.4,0.9,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,16.9,0.7,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.3,1.6,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.1,1.1,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,18.8,0.9,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.8,0.6,-,-,-,-
기름가자미-수컷,어류,100,g,-,-,-,17.7,1.5,-,-,-,-
기름가자미-알,어류,100,g,-,-,-,-,1.2,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,17.9,4.5,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.8,0.9,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,17.8,0.7,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,17.4,1,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.9,1.5,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.9,0.8,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,19,0.9,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.8,1.2,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.5,0.9,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,19,1.2,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,18.7,0.4,-,-,-,-
기름가자미-암컷,어류,100,g,-,-,-,19.1,0.7,-,-,-,-
기름종개,어류,100,g,-,-,107,-,-,-,0.5,-,-
긴고둥,패류,100,g,-,-,-,-,1,-,-,-,-
긴고둥,패류,100,g,-,-,118,17.5,2.7,-,4.8,-,-
긴꼬리벵에돔,어류,100,g,-,-,97,20.1,1.3,-,0.1,-,-
긴뿔천길새우,갑각류,100,g,-,-,92,-,-,-,0.0001,-,-
김,해조류,100,g,-,-,-,-,-,-,-,-,-
까나리,어류,100,g,-,-,-,-,8,-,-,-,-
까나리,어류,100,g,-,-,-,18.7,-,-,-,-,-
까나리,어류,100,g,-,-,114,16,4.8,-,0.3,-,-
까나리-액젓,수산가공품,100,g,-,-,36,-,-,-,0.2,-,-
까치복,어류,100,g,-,-,85,19.3,0.2,-,0.5,-,-
까치복,어류,100,g,-,-,-,16.5,-,-,-,-,-
까치복,어류,100,g,-,-,-,-,0.8,-,-,-,-
까치상어,어류,100,g,-,-,112,-,-,-,0.9,-,-
까칠복,어류,100,g,-,-,-,-,0.9,-,-,-,-
까칠복,어류,100,g,-,-,85,19.3,0.3,-,0.1,-,-
깨다시꽃게,갑각류,100,g,-,-,-,-,1,-,-,-,-
깨다시꽃게,갑각류,100,g,-,-,-,15.1,-,-,-,-,-
꺽저기,어류,100,g,-,-,92,-,-,-,0.1,-,-
꼬막,패류,100,g,-,-,63,12.6,0.3,-,1.6,-,-
꼬막,패류,100,g,-,-,-,13.9,-,-,-,-,-
꼬시래기,해조류,100,g,-,-,17,-,-,-,5.9,-,-
꼬치고기,어류,100,g,-,-,-,19,9.1,-,-,-,-
꼬치고기,어류,100,g,-,-,96,20.5,0.8,-,0.7,-,-
꼬치고기,어류,100,g,-,-,-,-,-,-,-,-,-
꼼치,어류,100,g,-,-,70,16.4,0.1,-,0.0001,-,-
꼼치,어류,100,g,-,-,-,-,0.3,-,-,-,-
꼽새돔,어류,100,g,-,-,102,-,-,-,0.1,-,-
꽁지양태,어류,100,g,-,-,78,-,-,-,0.6,-,-
꽁치,어류,100,g,-,-,-,-,-,-,-,-,-
꽁치,어류,100,g,-,-,-,-,-,-,-,-,-
꽁치,어류,100,g,-,-,142,22.7,4.7,-,0.4,-,-
꽁치,어류,100,g,-,-,-,20.5,-,-,-,-,-
꽁치-동건품,수산가공품,100,g,-,-,-,-,34.8,-,-,-,-
꽁치-동건품,수산가공품,100,g,-,-,421,32.1,29.9,-,0.9,-,-
꽁치-통조림(보일드),수산가공품,100,g,-,-,-,15.5,-,-,-,-,-
꽁치-통조림(조미),수산가공품,100,g,-,-,243,15.5,14.7,-,10.1,-,-
꽃게,갑각류,100,g,-,-,-,15.9,-,-,-,-,-
꽃게,갑각류,100,g,-,-,74,13.7,0.8,-,2,-,-
꽃게,갑각류,100,g,-,-,-,-,0.7,-,-,-,-
꽃게,갑각류,100,g,-,-,-,-,-,-,-,-,-
꽃게-내장,갑각류,100,g,-,-,-,10.6,-,-,-,-,-
꽃게-내장,갑각류,100,g,-,-,-,-,-,-,-,-,-
꽃게-알,갑각류,100,g,-,-,-,25.4,-,-,-,-,-
꽃새우,갑각류,100,g,-,-,-,19,-,-,-,-,-
꽃새우-자건품,수산가공품,100,g,-,-,307,55.5,5.9,-,4.1,-,-
나문재,기타,100,g,-,-,-,2.5,0.7,-,-,-,-
나비가오리,어류,100,g,-,-,80,-,-,-,0.0001,-,-
나팔고둥,패류,100,g,-,-,111,-,-,-,3.9,-,-
낙지,두족류,100,g,-,-,-,-,-,-,-,-,-
낙지,두족류,100,g,-,-,-,13,-,-,-,-,-
낙지,두족류,100,g,-,-,75,16.3,0.5,-,0.4,-,-
낙지,두족류,100,g,-,-,-,-,-,-,-,-,-
낙지-내장,두족류,100,g,-,-,-,16.2,-,-,-,-,-
낙지-알,두족류,100,g,-,-,-,25.2,-,-,-,-,-
날개다랑어-통조림(기름담금),수산가공품,100,g,-,-,206,17.6,13.5,-,1.2,-,-
날치,어류,100,g,-,-,99,22.2,0.5,-,0.1,-,-
남방대구,어류,100,g,-,-,-,10.6,-,-,-,-,-
남방도화새우,갑각류,100,g,-,-,-,-,1.4,-,-,-,-
남방큰돌고래,기타,100,g,-,-,-,27.7,-,-,-,-,-
남방큰돌고래-보통육,기타,100,g,-,-,-,-,1.9,-,-,-,-
남방큰돌고래-지방,기타,100,g,-,-,-,-,79.3,-,-,-,-
납작파래,해조류,100,g,-,-,-,-,-,-,-,-,-
납작파래,해조류,100,g,-,-,17,3.3,0.7,-,3,-,-
납작파래,해조류,100,g,-,-,-,38.4,-,-,-,-,-
납지리,어류,100,g,-,-,86,-,-,-,0.1,-,-
넓은입물레고둥,패류,100,g,-,-,-,-,0.9,-,-,-,-
넙치,어류,100,g,-,-,-,20.2,-,-,-,-,-
넙치,어류,100,g,-,-,109,20.9,2.1,-,0.3,-,-
넙치,어류,100,g,-,-,-,-,-,-,-,-,-
넙치-무안부,어류,100,g,-,-,-,19.9,-,-,-,-,-
넙치-무안부,어류,100,g,-,-,-,-,-,-,-,-,-
넙치-무안부,어류,100,g,-,-,-,-,8.5,-,-,-,-
넙치-생식소,어류,100,g,-,-,-,-,0,-,-,-,-
넙치-양식산,어류,100,g,-,-,-,-,6.9,-,-,-,-
넙치-유안부,어류,100,g,-,-,-,-,-,-,-,-,-
넙치-유안부,어류,100,g,-,-,-,20.4,-,-,-,-,-
넙치-유안부,어류,100,g,-,-,-,-,4.2,-,-,-,-
넙치-지느러미,어류,100,g,-,-,-,-,0,-,-,-,-
네동가리,어류,100,g,-,-,82,19.2,0.1,-,0.1,-,-
노랑가오리,어류,100,g,-,-,-,-,-,-,-,-,-
노랑가오리,어류,100,g,-,-,97,21.6,0.6,-,0.0001,-,-
노랑가오리,어류,100,g,-,-,-,-,0.6,-,-,-,-
노랑가오리-간,어류,100,g,-,-,-,-,65,-,-,-,-
노랑가자미-양식산,어류,100,g,-,-,-,-,-,-,-,-,-
노랑가자미-자연산,어류,100,g,-,-,-,-,-,-,-,-,-
노랑각시서대,어류,100,g,-,-,-,-,3.9,-,-,-,-
노랑벤자리,어류,100,g,-,-,-,17.6,-,-,-,-,-
노랑벤자리,어류,100,g,-,-,94,17.3,5.5,-,0.2,-,-
노래미,어류,100,g,-,-,89,17.5,1.3,-,0.8,-,-
노래미,어류,100,g,-,-,-,-,2.8,-,-,-,-
노무라입깃해파리,기타,100,g,-,-,6,-,-,-,0.1,-,-
녹새치,어류,100,g,-,-,-,-,-,-,-,-,-
놀래기,어류,100,g,-,-,-,20.5,-,-,-,-,-
놀래기,어류,100,g,-,-,107,19.2,2.8,-,0.0001,-,-
농어,어류,100,g,-,-,-,-,-,-,-,-,-
농어,어류,100,g,-,-,96,18.2,1.9,-,0.2,-,-
농어,어류,100,g,-,-,-,20.6,-,-,-,-,-
농어-양식산,어류,100,g,-,-,-,-,6.9,-,-,-,-
농어-자연산-대,어류,100,g,-,-,-,-,6.1,-,-,-,-
농어-자연산-소,어류,100,g,-,-,-,-,3.7,-,-,-,-
누루시볼락,어류,100,g,-,-,149,-,-,-,0.0001,-,-
누치,어류,100,g,-,-,105,17.3,3,-,0.8,-,-
누치,어류,100,g,-,-,-,-,1.2,-,-,-,-
눈가자미,어류,100,g,-,-,93,19.4,1.1,-,0.3,-,-
눈강달이,어류,100,g,-,-,-,-,-,-,-,-,-
눈강달이,어류,100,g,-,-,109,17,3.9,-,0.1,-,-
눈강달이,어류,100,g,-,-,-,-,4.9,-,-,-,-
눈강달이-젓갈,수산가공품,100,g,-,-,107,-,-,-,0.3,-,-
눈다랑어,어류,100,g,-,-,-,-,-,-,-,-,-
눈다랑어,어류,100,g,-,-,-,24.8,-,-,-,-,-
눈볼대,어류,100,g,-,-,-,16,-,-,-,-,-
눈볼대,어류,100,g,-,-,144,22.3,5.3,-,0.0001,-,-
눈볼대,어류,100,g,-,-,-,-,9.6,-,-,-,-
눈양태,어류,100,g,-,-,90,-,-,-,0.1,-,-
눈퉁멸,어류,100,g,-,-,138,18.5,6.2,-,0.4,-,-
눈퉁멸,어류,100,g,-,-,-,20,-,-,-,-,-
능성어,어류,100,g,-,-,93,18.8,1.3,-,0.3,-,-
능성어,어류,100,g,-,-,-,20.1,-,-,-,-,-
능성어-간,어류,100,g,-,-,-,12.9,-,-,-,-,-
다금바리,어류,100,g,-,-,100,-,-,-,0.1,-,-
다슬기,패류,100,g,-,-,-,13.6,-,-,-,-,-
다슬기,패류,100,g,-,-,78,11.9,1.2,-,5.7,-,-
다슬기,패류,100,g,-,-,-,-,1.2,-,-,-,-
다시마,해조류,100,g,-,-,-,-,-,-,-,-,-
다시마,해조류,100,g,-,-,-,1.5,0.2,-,-,-,-
다시마,해조류,100,g,-,-,12,1.1,0.2,-,3.6,-,-
다시마-소건품,수산가공품,100,g,-,-,-,-,0.8,-,-,-,-
다시마-소건품,수산가공품,100,g,-,-,110,7.4,1.1,-,41.1,-,-
달강어,어류,100,g,-,-,121,19.7,4,-,0.1,-,-
달강어,어류,100,g,-,-,-,-,2.4,-,-,-,-
달고기,어류,100,g,-,-,97,19.1,1.4,-,0.7,-,-
달고기,어류,100,g,-,-,-,-,-,-,-,-,-
달고기,어류,100,g,-,-,-,-,1,-,-,-,-
