명태살튀김데리야끼소스,명태살,
계란두부찜,달걀찜,
갈릭양념치킨,양념치킨,
두부구이/양념장,두부조림,
오징어튀김/초간장,오징어튀김,
콩나물돼지고기볶음,돼지고기볶음,
오징어콩나물볶음,오징어볶음,
닭순살장조림,닭조림,
배춧국,쇠고기배추국,
견과류세트,초코&견과바,
"아이스크림,팩형",아이스크림,
콩나물무초무침,콩나물무침,
게맛살달걀찜,달걀찜,
고추참치김치덮밥,참치덮밥,
미더덕새우된장국,된장국,
달걀후라이,달걀프라이,
시금치돼지고기덮밥,돼지고기덮밥,
고구마튀김/초간장,고구마맛탕,
오징어실채볶음,오징어볶음,
굴순두부찌개,순두부찌개,
배추된장나물,배추겉절이,
바지락비빔밥,멍게비빔밥,
황태채구이,황태구이,
두부구이/양념장/양념장,두부조림,
북어떡만둣국,떡만두국,
양배추쌈/쌈장/쌈장,쌈장,
북어채달걀국,달걀국,
2810.37,,////////
대구맑은탕,대구매운탕,
사천짜파게티큰사발,사천짜파게티큰사발,
쇠고기쇠고기우엉조림,쇠고기볶음,
고구마튀김/초간장/초간장,고구마맛탕,
굴달걀국,달걀국,
미트볼튀김/소스/소스,미트볼,
시금치두부비빔밥,비빔밥,
쇠고기우엉조림,쇠고기볶음,
저염멸치볶음,멸치볶음,
무청시래기돼지갈비찜,돼지갈비찜,
피조갯살채소무침,피조개무침,
전복채소볶음,쇠고기채소볶음,
당면고추장찌개,부대찌개,
햄치즈버거,치즈버거,
부추겉절이,부추무침,
불고기버거,불고기버거,
핫도그빵,핫도그,
만두튀김,옛날잡채튀김만두,
새우버거,새우버거,
자장면,자장면,
육개장큰사발,특육개장큰사발면,
닭간장소스찜,간장 치킨(L),
왕뚜껑,팔도 왕뚜껑,
커피,커피빈 아이스 커피,
짜파게티큰사발,짜파게티큰사발,
골뱅이무침,골뱅이무침,
쇠고기미역국,소고기미역국,
콕콕콕스파게티,스파게티,
큰컵나가사끼짬뽕,큰컵나가사끼짬뽕,
큰컵맛있는라면,큰컵 맛있는라면,
